user_id,axis1_kmeans_label,axis2_kmeans_label,axis3_kmeans_label,axis4_kmeans_label
USR-06626,Distressed,Entry,Traveler,Casual
USR-06627,,,Family/Home,Casual
USR-06628,Distressed,Entry,Tech/Digital native,Casual
USR-06629,Moderate,Entry,Family/Home,
USR-06630,,,Family/Home,Power user
USR-06631,Conservative,Established,Family/Home,Power user
USR-06632,,,Traveler,At-risk
USR-06633,,,Traveler,Dormant
USR-06634,Distressed,Entry,Traveler,Casual
USR-06635,,,Tech/Digital native,Casual
USR-06636,,,Tech/Digital native,
USR-06637,Moderate,Affluent,Family/Home,Power user
USR-06638,Conservative,Growing,Status spender,Power user
USR-06639,Aggressive,Entry,Traveler,Power user
USR-06640,,,Traveler,At-risk
USR-06641,Moderate,Affluent,Family/Home,Power user
USR-06642,,,Traveler,At-risk
USR-06643,,,Traveler,At-risk
USR-06644,Conservative,Affluent,Family/Home,Power user
USR-06645,Aggressive,Growing,Status spender,Power user
USR-06646,Moderate,Entry,Traveler,Power user
USR-06647,Aggressive,Entry,Traveler,Casual
USR-06648,,,Tech/Digital native,Casual
USR-06649,,,Traveler,At-risk
USR-06650,Distressed,Entry,Traveler,Casual
USR-06651,Conservative,Entry,Essential spender,Power user
USR-06652,Distressed,Entry,Traveler,Casual
USR-06653,Moderate,Affluent,Family/Home,Power user
USR-06654,Moderate,Growing,Status spender,Power user
USR-06655,Conservative,Affluent,Family/Home,Power user
USR-06656,Moderate,Established,Family/Home,Power user
USR-06657,Moderate,Entry,Family/Home,Power user
USR-06658,,,Traveler,Casual
USR-06659,,,Family/Home,Casual
USR-06660,Aggressive,Entry,Traveler,Casual
USR-06661,Moderate,Entry,Traveler,Casual
USR-06662,Aggressive,Growing,Status spender,Power user
USR-06663,,,Family/Home,Power user
USR-06664,Moderate,Entry,Essential spender,Casual
USR-06665,Aggressive,Entry,Essential spender,Casual
USR-06666,Moderate,Established,Family/Home,Power user
USR-06667,Conservative,Established,Family/Home,Power user
USR-06668,Conservative,Established,Family/Home,Power user
USR-06669,,,Family/Home,Power user
USR-06670,Aggressive,Entry,Tech/Digital native,Casual
USR-06671,,,Family/Home,Casual
USR-06672,Conservative,Established,Family/Home,Power user
USR-06673,Conservative,Entry,Traveler,
USR-06674,,,Traveler,Casual
USR-06675,Moderate,Entry,Tech/Digital native,
USR-06676,Distressed,Entry,Traveler,Casual
USR-06677,Conservative,Established,Family/Home,Power user
USR-06678,,,Traveler,At-risk
USR-06679,Moderate,Entry,Essential spender,Casual
USR-06680,Conservative,Established,Family/Home,Power user
USR-06681,,,Family/Home,Power user
USR-06682,Aggressive,Entry,Tech/Digital native,Power user
USR-06683,Conservative,Established,Family/Home,Power user
USR-06684,Aggressive,Entry,Tech/Digital native,Power user
USR-06685,,,Family/Home,Casual
USR-06686,Aggressive,Entry,Essential spender,Casual
USR-06687,Aggressive,Entry,Tech/Digital native,Casual
USR-06688,Aggressive,Entry,Traveler,Power user
USR-06689,Aggressive,Entry,Tech/Digital native,Casual
USR-06690,Aggressive,Entry,Essential spender,Casual
USR-06691,Moderate,Entry,Family/Home,Power user
USR-06692,Conservative,Established,Family/Home,Power user
USR-06693,Conservative,Entry,Essential spender,Casual
USR-06694,,,Essential spender,Casual
USR-06695,Aggressive,Entry,Tech/Digital native,Casual
USR-06696,Aggressive,Entry,Traveler,Casual
USR-06697,,,Traveler,Dormant
USR-06698,Moderate,Entry,Tech/Digital native,Power user
USR-06699,Moderate,Entry,Traveler,Power user
USR-06700,Conservative,Entry,Tech/Digital native,Power user
USR-06701,,,Traveler,Casual
USR-06702,Moderate,Established,Family/Home,Power user
USR-06703,Conservative,Affluent,Family/Home,Power user
USR-06704,,,Foodie/Social,Dormant
USR-06705,Distressed,Entry,Traveler,Power user
USR-06706,Conservative,Entry,Traveler,Dormant
USR-06707,Moderate,Established,Family/Home,Power user
USR-06708,Distressed,Entry,Traveler,Casual
USR-06709,Moderate,Established,Family/Home,
USR-06710,Moderate,Entry,Family/Home,Power user
USR-06711,,,Family/Home,Casual
USR-06712,Aggressive,Growing,Status spender,Power user
USR-06713,Moderate,Entry,Traveler,Power user
USR-06714,Conservative,Entry,Family/Home,Power user
USR-06715,Distressed,Entry,Traveler,Power user
USR-06716,Distressed,Entry,Traveler,Casual
USR-06717,Aggressive,Entry,Family/Home,Casual
USR-06718,Moderate,Entry,Traveler,Power user
USR-06719,Conservative,Entry,Tech/Digital native,Casual
USR-06720,Aggressive,Entry,Traveler,Casual
USR-06721,Moderate,Affluent,Family/Home,Power user
USR-06722,,,Family/Home,Power user
USR-06723,Aggressive,Growing,Status spender,Power user
USR-06724,Distressed,Entry,Essential spender,Power user
USR-06725,,,Essential spender,Casual
USR-06726,Moderate,Entry,Traveler,Power user
USR-06727,Conservative,Established,Family/Home,Power user
USR-06728,Moderate,Entry,Tech/Digital native,Casual
USR-06729,,,Family/Home,Casual
USR-06730,Moderate,Growing,Status spender,Power user
USR-06731,Conservative,Entry,Traveler,Casual
USR-06732,Aggressive,Entry,Essential spender,Casual
USR-06733,,,Traveler,Casual
USR-06734,Aggressive,Growing,Essential spender,Power user
USR-06735,Aggressive,Entry,Essential spender,Casual
USR-06736,Moderate,Entry,Family/Home,Casual
USR-06737,Aggressive,Entry,Traveler,
USR-06738,Distressed,Entry,Traveler,Casual
USR-06739,,,Traveler,Dormant
USR-06740,Distressed,Entry,Traveler,Casual
USR-06741,,,Traveler,Dormant
USR-06742,Moderate,Entry,Foodie/Social,Dormant
USR-06743,Aggressive,Entry,Traveler,Power user
USR-06744,Distressed,Entry,Traveler,
USR-06745,Moderate,Entry,Traveler,At-risk
USR-06746,Moderate,Entry,Family/Home,Power user
USR-06747,,,Traveler,At-risk
USR-06748,,,Traveler,At-risk
USR-06749,Moderate,Entry,Traveler,Casual
USR-06750,Distressed,Entry,Traveler,Casual
USR-06751,Moderate,Entry,Traveler,Power user
USR-06752,,,Traveler,Dormant
USR-06753,Moderate,Entry,Family/Home,Casual
USR-06754,Moderate,Affluent,Family/Home,Power user
USR-06755,,,Family/Home,
USR-06756,Aggressive,Entry,Traveler,Casual
USR-06757,Aggressive,Growing,Status spender,Power user
USR-06758,,,Foodie/Social,At-risk
USR-06759,,,Traveler,Dormant
USR-06760,,,Status spender,Casual
USR-06761,Aggressive,Growing,Status spender,Power user
USR-06762,Aggressive,Entry,Traveler,Casual
USR-06763,Conservative,Entry,Traveler,
USR-06764,Conservative,Entry,Traveler,Power user
USR-06765,Aggressive,Entry,Traveler,Power user
USR-06766,Moderate,Entry,Traveler,Casual
USR-06767,Distressed,Entry,Traveler,Casual
USR-06768,Moderate,Entry,Traveler,Power user
USR-06769,,,Traveler,At-risk
USR-06770,Conservative,Growing,Status spender,Casual
USR-06771,Aggressive,Entry,Traveler,Casual
USR-06772,Aggressive,Entry,Traveler,Casual
USR-06773,Moderate,Affluent,Family/Home,Power user
USR-06774,Conservative,Entry,Family/Home,Power user
USR-06775,Aggressive,Entry,Traveler,Casual
USR-06776,Conservative,Growing,Status spender,Power user
USR-06777,Conservative,Entry,Tech/Digital native,Casual
USR-06778,Distressed,Entry,Traveler,Casual
USR-06779,Conservative,Entry,Tech/Digital native,Casual
USR-06780,Moderate,Entry,Traveler,Power user
USR-06781,Aggressive,Entry,Essential spender,Casual
USR-06782,Aggressive,Entry,Tech/Digital native,Casual
USR-06783,Conservative,Affluent,Family/Home,Power user
USR-06784,Moderate,Entry,Traveler,Power user
USR-06785,Aggressive,Entry,Traveler,Power user
USR-06786,Distressed,Entry,Traveler,Casual
USR-06787,,,Tech/Digital native,Casual
USR-06788,Aggressive,Entry,Traveler,Casual
USR-06789,Aggressive,Entry,Traveler,At-risk
USR-06790,Conservative,Entry,Traveler,At-risk
USR-06791,Conservative,Affluent,Family/Home,Power user
USR-06792,Conservative,Growing,Status spender,Power user
USR-06793,Moderate,Entry,Traveler,Power user
USR-06794,Conservative,Affluent,Traveler,Power user
USR-06795,Conservative,Entry,Traveler,Casual
USR-06796,,,Traveler,Dormant
USR-06797,Conservative,Established,Family/Home,Power user
USR-06798,Moderate,Entry,Tech/Digital native,Casual
USR-06799,Conservative,Established,Family/Home,Power user
USR-06800,Conservative,Entry,Traveler,Casual
USR-06801,Moderate,Entry,Essential spender,Power user
USR-06802,,,Family/Home,Casual
USR-06803,Aggressive,Entry,Traveler,Power user
USR-06804,Moderate,Growing,Status spender,Power user
USR-06805,Aggressive,Entry,Traveler,Power user
USR-06806,,,Family/Home,Power user
USR-06807,Conservative,Affluent,Foodie/Social,Power user
USR-06808,Moderate,Affluent,Traveler,Power user
USR-06809,Aggressive,Entry,Essential spender,Casual
USR-06810,,,Essential spender,Casual
USR-06811,Conservative,Entry,Traveler,Power user
USR-06812,Aggressive,Entry,Essential spender,Power user
USR-06813,Moderate,Growing,Status spender,Power user
USR-06814,Distressed,Entry,Traveler,Power user
USR-06815,,,Traveler,Casual
USR-06816,Conservative,Affluent,Family/Home,Power user
USR-06817,Moderate,Entry,Traveler,Casual
USR-06818,Aggressive,Entry,Traveler,Power user
USR-06819,Distressed,Entry,Traveler,Power user
USR-06820,Aggressive,Entry,Tech/Digital native,Casual
USR-06821,Aggressive,Entry,Traveler,
USR-06822,Aggressive,Entry,Traveler,Power user
USR-06823,Distressed,Entry,Traveler,Power user
USR-06824,,,Traveler,At-risk
USR-06825,Aggressive,Affluent,Family/Home,Power user
USR-06826,Aggressive,Entry,Essential spender,Casual
USR-06827,Distressed,Entry,Traveler,Casual
USR-06828,Distressed,Entry,Essential spender,Power user
USR-06829,Conservative,Growing,Status spender,Power user
USR-06830,,,Traveler,Casual
USR-06831,Moderate,Growing,Status spender,Power user
USR-06832,,,Tech/Digital native,Casual
USR-06833,Aggressive,Entry,Traveler,Power user
USR-06834,,,Family/Home,Casual
USR-06835,Aggressive,Entry,Essential spender,Power user
USR-06836,Distressed,Entry,Traveler,Casual
USR-06837,Conservative,Entry,Traveler,Dormant
USR-06838,Aggressive,Growing,Status spender,Power user
USR-06839,Conservative,Established,Family/Home,
USR-06840,Conservative,Entry,Tech/Digital native,Casual
USR-06841,Conservative,Affluent,Family/Home,
USR-06842,Moderate,Entry,Essential spender,
USR-06843,Moderate,Growing,Status spender,Power user
USR-06844,,,Traveler,Casual
USR-06845,Conservative,Entry,Traveler,Power user
USR-06846,Conservative,Entry,Traveler,Power user
USR-06847,Conservative,Entry,Family/Home,Power user
USR-06848,Moderate,Growing,Status spender,Casual
USR-06849,,,Traveler,At-risk
USR-06850,,,Tech/Digital native,Casual
USR-06851,,,Essential spender,Casual
USR-06852,Aggressive,Entry,Foodie/Social,Dormant
USR-06853,Conservative,Growing,Status spender,
USR-06854,Distressed,Entry,Traveler,Power user
USR-06855,Aggressive,Entry,Tech/Digital native,Casual
USR-06856,Aggressive,Entry,Traveler,Casual
USR-06857,Moderate,Entry,Family/Home,Power user
USR-06858,Moderate,Growing,Status spender,Power user
USR-06859,Conservative,Established,Family/Home,Power user
USR-06860,Conservative,Affluent,Family/Home,Power user
USR-06861,Conservative,Affluent,Family/Home,Power user
USR-06862,Distressed,Entry,Traveler,Casual
USR-06863,Conservative,Affluent,Family/Home,Power user
USR-06864,,,Traveler,At-risk
USR-06865,Distressed,Entry,Traveler,Power user
USR-06866,,,Traveler,At-risk
USR-06867,,,Traveler,Dormant
USR-06868,Conservative,Established,Family/Home,Power user
USR-06869,Distressed,Entry,Traveler,Casual
USR-06870,,,Traveler,Power user
USR-06871,Aggressive,Entry,Essential spender,Casual
USR-06872,,,Family/Home,Casual
USR-06873,,,Traveler,
USR-06874,,,Traveler,Casual
USR-06875,Aggressive,Entry,Tech/Digital native,Power user
USR-06876,Aggressive,Entry,Essential spender,Casual
USR-06877,Moderate,Affluent,Family/Home,Power user
USR-06878,,,Traveler,At-risk
USR-06879,,,Traveler,Casual
USR-06880,Moderate,Entry,Traveler,
USR-06881,Conservative,Affluent,Traveler,Power user
USR-06882,Distressed,Entry,Traveler,Casual
USR-06883,Conservative,Established,Family/Home,Power user
USR-06884,,,Foodie/Social,At-risk
USR-06885,Moderate,Entry,Traveler,Casual
USR-06886,Aggressive,Entry,Tech/Digital native,Casual
USR-06887,Aggressive,Entry,Traveler,Power user
USR-06888,Aggressive,Entry,Traveler,Power user
USR-06889,,,Family/Home,Power user
USR-06890,Distressed,Entry,Traveler,Casual
USR-06891,,,Foodie/Social,Casual
USR-06892,,,Traveler,At-risk
USR-06893,,,Family/Home,Casual
USR-06894,Conservative,Affluent,Family/Home,Power user
USR-06895,,,Family/Home,
USR-06896,Conservative,Established,Traveler,Power user
USR-06897,,,Traveler,Dormant
USR-06898,,,Traveler,Dormant
USR-06899,,,Traveler,Casual
USR-06900,Distressed,Entry,Traveler,Power user
USR-06901,Moderate,Entry,Essential spender,Casual
USR-06902,Aggressive,Entry,Traveler,Casual
USR-06903,,,Traveler,Casual
USR-06904,Conservative,Growing,Status spender,Power user
USR-06905,Aggressive,Entry,Traveler,Power user
USR-06906,,,Traveler,Casual
USR-06907,Distressed,Entry,Traveler,Casual
USR-06908,Conservative,Entry,Essential spender,Power user
USR-06909,,,Traveler,At-risk
USR-06910,,,Traveler,Power user
USR-06911,Conservative,Established,Family/Home,Power user
USR-06912,,,Traveler,Casual
USR-06913,,,Traveler,At-risk
USR-06914,,,Traveler,At-risk
USR-06915,,,Family/Home,Power user
USR-06916,,,Traveler,At-risk
USR-06917,Conservative,Affluent,Family/Home,Power user
USR-06918,Distressed,Entry,Traveler,Casual
USR-06919,Conservative,Growing,Status spender,Power user
USR-06920,,,Traveler,Casual
USR-06921,,,Family/Home,Power user
USR-06922,,,Traveler,Casual
USR-06923,,,Family/Home,Casual
USR-06924,Distressed,Entry,Traveler,Casual
USR-06925,Moderate,Entry,Family/Home,Power user
USR-06926,Aggressive,Entry,Essential spender,Power user
USR-06927,Moderate,Growing,Status spender,Power user
USR-06928,Aggressive,Entry,Traveler,Power user
USR-06929,,,Traveler,
USR-06930,Moderate,Entry,Tech/Digital native,Casual
USR-06931,Conservative,Entry,Essential spender,Casual
USR-06932,Distressed,Entry,Traveler,Power user
USR-06933,Distressed,Entry,Traveler,Power user
USR-06934,Aggressive,Growing,Status spender,Casual
USR-06935,Aggressive,Entry,Essential spender,
USR-06936,Aggressive,Growing,Status spender,Casual
USR-06937,Conservative,Entry,Tech/Digital native,
USR-06938,Moderate,Entry,Traveler,Dormant
USR-06939,Conservative,Entry,Traveler,Power user
USR-06940,Distressed,Entry,Traveler,Casual
USR-06941,Conservative,Entry,Traveler,Power user
USR-06942,Aggressive,Entry,Traveler,Dormant
USR-06943,Distressed,Entry,Traveler,Power user
USR-06944,Conservative,Entry,Family/Home,Power user
USR-06945,Distressed,Entry,Traveler,Power user
USR-06946,,,Traveler,At-risk
USR-06947,Distressed,Entry,Traveler,Power user
USR-06948,Moderate,Entry,Traveler,Power user
USR-06949,Conservative,Growing,Status spender,Power user
USR-06950,Aggressive,Entry,Essential spender,Casual
USR-06951,Conservative,Entry,Essential spender,Power user
USR-06952,,,Traveler,Dormant
USR-06953,Aggressive,Entry,Traveler,Power user
USR-06954,,,Family/Home,Casual
USR-06955,,,Tech/Digital native,Casual
USR-06956,Distressed,Entry,Traveler,Casual
USR-06957,Moderate,Entry,Traveler,Power user
USR-06958,,,Essential spender,Casual
USR-06959,Conservative,Affluent,Family/Home,Power user
USR-06960,,,Traveler,At-risk
USR-06961,Conservative,Entry,Traveler,Casual
USR-06962,,,Traveler,Casual
USR-06963,Conservative,Entry,Essential spender,Power user
USR-06964,,,Tech/Digital native,Casual
USR-06965,Moderate,Entry,Tech/Digital native,Casual
USR-06966,Conservative,Affluent,Family/Home,
USR-06967,Moderate,Entry,Traveler,
USR-06968,Moderate,Entry,Family/Home,Power user
USR-06969,Conservative,Entry,Traveler,Power user
USR-06970,Aggressive,Entry,Essential spender,Casual
USR-06971,Aggressive,Entry,Essential spender,Power user
USR-06972,Distressed,Entry,Traveler,Power user
USR-06973,Aggressive,Entry,Essential spender,Casual
USR-06974,Moderate,Established,Family/Home,Power user
USR-06975,,,Traveler,Dormant
USR-06976,Moderate,Entry,Tech/Digital native,
USR-06977,Aggressive,Growing,Status spender,Casual
USR-06978,Aggressive,Entry,Traveler,Casual
USR-06979,Aggressive,Entry,Tech/Digital native,Power user
USR-06980,,,Traveler,Dormant
USR-06981,Distressed,Entry,Traveler,Casual
USR-06982,,,Traveler,At-risk
USR-06983,Conservative,Entry,Family/Home,Power user
USR-06984,,,Traveler,At-risk
USR-06985,Distressed,Entry,Traveler,Power user
USR-06986,Distressed,Entry,Traveler,Casual
USR-06987,,,Family/Home,Power user
USR-06988,,,Traveler,Casual
USR-06989,Moderate,Affluent,Family/Home,Power user
USR-06990,,,Family/Home,Casual
USR-06991,,,Essential spender,Casual
USR-06992,,,Traveler,Dormant
USR-06993,,,Traveler,At-risk
USR-06994,Moderate,Growing,Status spender,Power user
USR-06995,Distressed,Entry,Traveler,Casual
USR-06996,,,Family/Home,Casual
USR-06997,Aggressive,Growing,Status spender,Power user
USR-06998,Distressed,Entry,Traveler,Power user
USR-06999,Aggressive,Entry,Traveler,Casual
USR-07000,Conservative,Entry,Family/Home,Casual
USR-07001,Conservative,Entry,Traveler,
USR-07002,Aggressive,Entry,Tech/Digital native,Power user
USR-07003,,,Traveler,Casual
USR-07004,,,Tech/Digital native,Casual
USR-07005,Aggressive,Entry,Tech/Digital native,Casual
USR-07006,,,Family/Home,Casual
USR-07007,Aggressive,Entry,Tech/Digital native,Power user
USR-07008,,,Traveler,Dormant
USR-07009,,,Traveler,At-risk
USR-07010,,,Traveler,Casual
USR-07011,Moderate,Affluent,Family/Home,Power user
USR-07012,Conservative,Established,Family/Home,Power user
USR-07013,Distressed,Entry,Traveler,Casual
USR-07014,Aggressive,Entry,Tech/Digital native,Power user
USR-07015,Conservative,Entry,Family/Home,Power user
USR-07016,Aggressive,Entry,Traveler,Casual
USR-07017,,,Family/Home,Casual
USR-07018,Distressed,Entry,Traveler,Casual
USR-07019,Conservative,Entry,Essential spender,Casual
USR-07020,Distressed,Entry,Traveler,Power user
USR-07021,Distressed,Entry,Traveler,At-risk
USR-07022,Aggressive,Entry,Essential spender,Casual
USR-07023,Distressed,Entry,Traveler,Casual
USR-07024,,,Family/Home,Casual
USR-07025,Aggressive,Entry,Traveler,Power user
USR-07026,,,Traveler,Dormant
USR-07027,,,Traveler,At-risk
USR-07028,Conservative,Growing,Status spender,Power user
USR-07029,Conservative,Entry,Tech/Digital native,Casual
USR-07030,Moderate,Affluent,Family/Home,Power user
USR-07031,Conservative,Growing,Status spender,Power user
USR-07032,Aggressive,Entry,Traveler,Casual
USR-07033,Distressed,Entry,Traveler,Power user
USR-07034,,,Traveler,At-risk
USR-07035,,,Family/Home,Casual
USR-07036,,,Traveler,Casual
USR-07037,Aggressive,Entry,Essential spender,Casual
USR-07038,Aggressive,Growing,Status spender,
USR-07039,,,Family/Home,Casual
USR-07040,,,Family/Home,Power user
USR-07041,,,Traveler,At-risk
USR-07042,Conservative,Growing,Status spender,Power user
USR-07043,Aggressive,Entry,Traveler,Casual
USR-07044,Distressed,Entry,Traveler,Dormant
USR-07045,Aggressive,Entry,Traveler,Power user
USR-07046,Moderate,Growing,Status spender,Power user
USR-07047,,,Status spender,Casual
USR-07048,,,Family/Home,Casual
USR-07049,Conservative,Entry,Traveler,Power user
USR-07050,Conservative,Growing,Status spender,Casual
USR-07051,Conservative,Affluent,Family/Home,Power user
USR-07052,Conservative,Entry,Family/Home,Power user
USR-07053,,,Status spender,Casual
USR-07054,,,Traveler,Casual
USR-07055,Aggressive,Entry,Traveler,Power user
USR-07056,Conservative,Affluent,Family/Home,Power user
USR-07057,,,Traveler,Casual
USR-07058,Aggressive,Growing,Status spender,Power user
USR-07059,Moderate,Established,Family/Home,Power user
USR-07060,Distressed,Entry,Traveler,Casual
USR-07061,Conservative,Established,Family/Home,Power user
USR-07062,Conservative,Established,Traveler,Power user
USR-07063,,,Foodie/Social,At-risk
USR-07064,Aggressive,Entry,Traveler,Power user
USR-07065,,,Traveler,Casual
USR-07066,Aggressive,Entry,Tech/Digital native,Casual
USR-07067,Conservative,Entry,Traveler,Power user
USR-07068,Aggressive,Entry,Traveler,Power user
USR-07069,Conservative,Entry,Family/Home,Power user
USR-07070,,,Traveler,Dormant
USR-07071,Distressed,Entry,Traveler,Casual
USR-07072,Conservative,Entry,Essential spender,Casual
USR-07073,Conservative,Affluent,Family/Home,Power user
USR-07074,Distressed,Entry,Traveler,Casual
USR-07075,Distressed,Entry,Traveler,Casual
USR-07076,Distressed,Entry,Traveler,Casual
USR-07077,Moderate,Established,Family/Home,Power user
USR-07078,Aggressive,Entry,Essential spender,Casual
USR-07079,Moderate,Entry,Essential spender,Casual
USR-07080,Aggressive,Entry,Traveler,Dormant
USR-07081,Moderate,Affluent,Family/Home,Power user
USR-07082,Distressed,Entry,Traveler,Power user
USR-07083,Aggressive,Entry,Tech/Digital native,Power user
USR-07084,Aggressive,Entry,Traveler,Power user
USR-07085,Moderate,Established,Family/Home,Power user
USR-07086,Moderate,Established,Family/Home,Power user
USR-07087,Distressed,Entry,Traveler,Power user
USR-07088,Aggressive,Entry,Traveler,Power user
USR-07089,Distressed,Entry,Traveler,
USR-07090,,,Tech/Digital native,Casual
USR-07091,Distressed,Entry,Traveler,Casual
USR-07092,Conservative,Entry,Traveler,Power user
USR-07093,Conservative,Entry,Traveler,Power user
USR-07094,Moderate,Affluent,Traveler,Power user
USR-07095,Distressed,Entry,Traveler,Casual
USR-07096,Aggressive,Entry,Tech/Digital native,Power user
USR-07097,Aggressive,Entry,Essential spender,Casual
USR-07098,,,Foodie/Social,At-risk
USR-07099,Moderate,Established,Foodie/Social,Power user
USR-07100,,,Family/Home,Power user
USR-07101,Aggressive,Entry,Traveler,Casual
USR-07102,Moderate,Entry,Traveler,Power user
USR-07103,Aggressive,Entry,Tech/Digital native,Casual
USR-07104,,,Status spender,Casual
USR-07105,Moderate,Entry,Essential spender,Casual
USR-07106,Moderate,Entry,Traveler,Power user
USR-07107,,,Essential spender,Casual
USR-07108,Aggressive,Entry,Tech/Digital native,Casual
USR-07109,Aggressive,Entry,Traveler,Casual
USR-07110,Distressed,Entry,Traveler,Power user
USR-07111,Aggressive,Entry,Tech/Digital native,Power user
USR-07112,,,Traveler,Casual
USR-07113,Conservative,Entry,Traveler,Power user
USR-07114,Conservative,Entry,Essential spender,
USR-07115,Moderate,Entry,Essential spender,Casual
USR-07116,Moderate,Established,Traveler,Power user
USR-07117,,,Family/Home,Power user
USR-07118,Moderate,Entry,Traveler,Power user
USR-07119,Conservative,Growing,Tech/Digital native,Casual
USR-07120,Conservative,Entry,Traveler,Power user
USR-07121,Conservative,Growing,Status spender,Power user
USR-07122,Conservative,Entry,Family/Home,Power user
USR-07123,Distressed,Entry,Traveler,Casual
USR-07124,Aggressive,Entry,Essential spender,Casual
USR-07125,Distressed,Entry,Traveler,Casual
USR-07126,Aggressive,Entry,Essential spender,Casual
USR-07127,Conservative,Entry,Traveler,Casual
USR-07128,,,Family/Home,Power user
USR-07129,Moderate,Entry,Traveler,Power user
USR-07130,Conservative,Entry,Traveler,Power user
USR-07131,Moderate,Entry,Traveler,At-risk
USR-07132,Conservative,Affluent,Family/Home,Power user
USR-07133,Aggressive,Entry,Tech/Digital native,Casual
USR-07134,Aggressive,Entry,Tech/Digital native,Casual
USR-07135,Aggressive,Growing,Status spender,Power user
USR-07136,Aggressive,Entry,Essential spender,Casual
USR-07137,Distressed,Entry,Traveler,Casual
USR-07138,,,Family/Home,Casual
USR-07139,Moderate,Established,Foodie/Social,Power user
USR-07140,Moderate,Entry,Tech/Digital native,Casual
USR-07141,,,Traveler,Dormant
USR-07142,Distressed,Entry,Traveler,Casual
USR-07143,Distressed,Entry,Traveler,Power user
USR-07144,Conservative,Affluent,Family/Home,Power user
USR-07145,Distressed,Entry,Traveler,Casual
USR-07146,Moderate,Entry,Traveler,Power user
USR-07147,Moderate,Entry,Essential spender,Casual
USR-07148,Aggressive,Entry,Traveler,
USR-07149,,,Traveler,
USR-07150,Conservative,Affluent,Family/Home,Power user
USR-07151,,,Traveler,At-risk
USR-07152,,,Tech/Digital native,Casual
USR-07153,,,Essential spender,Casual
USR-07154,Moderate,Entry,Traveler,Power user
USR-07155,Conservative,Entry,Family/Home,Power user
USR-07156,,,Status spender,Casual
USR-07157,,,Family/Home,Power user
USR-07158,Distressed,Entry,Traveler,Casual
USR-07159,Conservative,Established,Traveler,Power user
USR-07160,Aggressive,Entry,Traveler,Power user
USR-07161,,,Tech/Digital native,Casual
USR-07162,Conservative,Growing,Status spender,Power user
USR-07163,Moderate,Entry,Family/Home,Casual
USR-07164,Conservative,Entry,Traveler,Power user
USR-07165,Distressed,Entry,Traveler,Casual
USR-07166,,,Traveler,Casual
USR-07167,Distressed,Entry,Traveler,Power user
USR-07168,Aggressive,Entry,Family/Home,Power user
USR-07169,,,Essential spender,Casual
USR-07170,Distressed,Entry,Traveler,Power user
USR-07171,Aggressive,Entry,Traveler,Power user
USR-07172,Distressed,Entry,Traveler,Casual
USR-07173,Conservative,Entry,Essential spender,Power user
USR-07174,Conservative,Entry,Traveler,Power user
USR-07175,Distressed,Entry,Traveler,Power user
USR-07176,Conservative,Entry,Traveler,Power user
USR-07177,,,Traveler,
USR-07178,Conservative,Growing,Status spender,Power user
USR-07179,Distressed,Entry,Traveler,Casual
USR-07180,,,Traveler,Casual
USR-07181,,,Traveler,Casual
USR-07182,,,Traveler,Casual
USR-07183,Aggressive,Entry,Essential spender,Casual
USR-07184,Moderate,Affluent,Family/Home,Power user
USR-07185,,,Foodie/Social,Dormant
USR-07186,,,Tech/Digital native,Casual
USR-07187,Distressed,Entry,Traveler,Power user
USR-07188,Conservative,Affluent,Family/Home,Power user
USR-07189,Distressed,Entry,Traveler,Power user
USR-07190,Moderate,Entry,Tech/Digital native,Casual
USR-07191,,,Traveler,
USR-07192,Aggressive,Entry,Traveler,Casual
USR-07193,Conservative,Entry,Tech/Digital native,Power user
USR-07194,Conservative,Affluent,Family/Home,Power user
USR-07195,,,Traveler,Casual
USR-07196,Conservative,Established,Family/Home,Power user
USR-07197,Distressed,Entry,Traveler,Power user
USR-07198,Aggressive,Entry,Traveler,
USR-07199,Aggressive,Entry,Essential spender,Power user
USR-07200,Moderate,Entry,Family/Home,Power user
USR-07201,Aggressive,Growing,Status spender,Power user
USR-07202,Conservative,Entry,Essential spender,Casual
USR-07203,,,Traveler,Casual
USR-07204,Conservative,Affluent,Family/Home,Power user
USR-07205,Aggressive,Entry,Traveler,Power user
USR-07206,,,Traveler,Casual
USR-07207,Conservative,Growing,Status spender,Power user
USR-07208,Distressed,Entry,Traveler,Power user
USR-07209,Aggressive,Entry,Traveler,Casual
USR-07210,Conservative,Entry,Traveler,Power user
USR-07211,Aggressive,Entry,Traveler,Casual
USR-07212,,,Family/Home,Casual
USR-07213,Moderate,Entry,Family/Home,Power user
USR-07214,,,Family/Home,Casual
USR-07215,,,Essential spender,Casual
USR-07216,,,Family/Home,Casual
USR-07217,Aggressive,Entry,Traveler,Casual
USR-07218,Conservative,Entry,Traveler,Power user
USR-07219,Conservative,Established,Family/Home,Power user
USR-07220,Aggressive,Entry,Traveler,Power user
USR-07221,,,Foodie/Social,At-risk
USR-07222,Conservative,Entry,Traveler,Dormant
USR-07223,Moderate,Entry,Family/Home,Power user
USR-07224,,,Traveler,Dormant
USR-07225,Conservative,Entry,Traveler,Casual
USR-07226,Aggressive,Entry,Traveler,Power user
USR-07227,Aggressive,Entry,Tech/Digital native,Casual
USR-07228,Aggressive,Entry,Essential spender,Casual
USR-07229,Distressed,Entry,Tech/Digital native,Casual
